4.2080 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.2085 	INFO 	Loaded monitor calibration from ['2025_06_03 17:22']
4.3905 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AEE85D72B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AEE85D7250>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AEE86A01F0>, multiSample=False, name='window1', numSamples=2, pos=[880.0, 500.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3905 	EXP 	window1: backgroundImage = ''
4.3905 	EXP 	window1: backgroundFit = 'none'
4.3966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3977 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3983 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3989 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3998 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4016 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4031 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4036 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4041 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4046 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4049 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4053 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4060 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4063 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4066 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4107 	DEBUG 	Upload of Texture Font fontname complete
4.4156 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4163 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.4171 	DEBUG 	Uploading Texture Font fontname to graphics card
4.4206 	DEBUG 	Upload of Texture Font fontname complete
4.4219 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.4219 	EXP 	window1: recordFrameIntervals = False
4.4941 	EXP 	window1: recordFrameIntervals = True
4.5605 	EXP 	Screen (0) actual frame rate measured at 166.71Hz
4.5605 	EXP 	window1: recordFrameIntervals = False
4.5648 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5654 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5667 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5680 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5699 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5707 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5710 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5714 	DEBUG 	Upload of Texture Font fontname complete
4.5858 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.4644 	INFO 	keyboard.Keyboard is using iohub backend.
6.4644 	INFO 	keyboard.Keyboard is using iohub backend.
6.4644 	INFO 	keyboard.Keyboard is using iohub backend.
6.4644 	INFO 	keyboard.Keyboard is using iohub backend.
6.4645 	INFO 	keyboard.Keyboard is using iohub backend.
6.4645 	EXP 	Self: status = STARTED
6.5263 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='welcome_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.5269 	EXP 	Created text_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.5290 	EXP 	Created fix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fix', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
6.5294 	EXP 	Created stimuli = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='stimuli', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.5301 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.5320 	EXP 	Created goodbye_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='goodbye_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thanks for participating! ', units='height', win=Window(...), wrapWidth=1)
0.0103 	INFO 	Keyboard events cleared
0.0101 	EXP 	welcome_text: autoDraw = True
0.5572 	DEBUG 	Read excel file with openpyxl: lists/blocks.xlsx
0.5573 	EXP 	Imported lists/blocks.xlsx as conditions, 2 conditions, 2 params
0.5576 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'task': 'color', 'ins': 'In the following task, you will need to report the color of the word. \n- If the word is presented in blue, press j\n- If the word is presented in red, press k\n- If the word is presented in green, press l\n\npress the space key to start', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.5657 	DATA 	Keypress: space
0.5733 	INFO 	Keyboard events cleared
0.5731 	EXP 	welcome_text: autoDraw = False
0.5731 	EXP 	text_instructions: height = 0.05
0.5731 	EXP 	text_instructions: height = 0.05
0.5731 	EXP 	text_instructions: height = 0.05
0.5731 	EXP 	text_instructions: text = 'In the following task, you will need to report the color of the word. \n- If the word is presented in blue, press j\n- If the word is presented in red, press k\n- If the word is presented in green, press l\n\npress the space key to start'
0.5731 	EXP 	text_instructions: autoDraw = True
3.7165 	DEBUG 	Read excel file with openpyxl: lists/trials.xlsx
3.7166 	EXP 	Imported lists/trials.xlsx as conditions, 3 conditions, 3 params
3.7168 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'self', 'color': 'red', 'ters': 'Arial', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
3.7191 	DATA 	Keypress: space
3.7240 	EXP 	text_instructions: autoDraw = False
3.7240 	EXP 	stimuli: foreColor = <psychopy.colors.Color: red, alpha=1.0>
3.7240 	EXP 	stimuli: height = 0.05
3.7240 	EXP 	stimuli: height = 0.05
3.7240 	EXP 	stimuli: height = 0.05
3.7240 	EXP 	stimuli: text = 'self'
3.7240 	EXP 	stimuli: font = 'Arial'
3.7240 	EXP 	fix: autoDraw = True
4.1849 	INFO 	Keyboard events cleared
4.1847 	EXP 	fix: autoDraw = False
4.1847 	EXP 	stimuli: autoDraw = True
4.1847 	EXP 	stimuli: height = 0.05
4.1847 	EXP 	stimuli: height = 0.05
4.1847 	EXP 	stimuli: height = 0.05
4.1847 	EXP 	stimuli: text = 'self'
4.5747 	DATA 	Keypress: j
4.5785 	EXP 	fix: autoDraw = False
4.5785 	EXP 	stimuli: autoDraw = False
4.5785 	EXP 	blank_screen: autoDraw = True
5.5676 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'friend', 'color': 'blue', 'ters': 'Verdana', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
5.5723 	EXP 	blank_screen: autoDraw = False
5.5723 	EXP 	blank_screen: autoDraw = False
5.5723 	EXP 	stimuli: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
5.5723 	EXP 	stimuli: height = 0.05
5.5723 	EXP 	stimuli: height = 0.05
5.5723 	EXP 	stimuli: height = 0.05
5.5723 	EXP 	stimuli: text = 'friend'
5.5723 	EXP 	stimuli: font = 'Verdana'
5.5723 	EXP 	fix: autoDraw = True
6.4384 	INFO 	Keyboard events cleared
6.4382 	EXP 	fix: autoDraw = False
6.4382 	EXP 	stimuli: autoDraw = True
6.4382 	EXP 	stimuli: height = 0.05
6.4382 	EXP 	stimuli: height = 0.05
6.4382 	EXP 	stimuli: height = 0.05
6.4382 	EXP 	stimuli: text = 'friend'
6.7626 	DATA 	Keypress: k
6.7661 	EXP 	fix: autoDraw = False
6.7661 	EXP 	stimuli: autoDraw = False
6.7661 	EXP 	blank_screen: autoDraw = True
7.7546 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'other', 'color': 'green', 'ters': 'Tahoma\xa0', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
7.7652 	EXP 	blank_screen: autoDraw = False
7.7652 	EXP 	blank_screen: autoDraw = False
7.7652 	EXP 	stimuli: foreColor = <psychopy.colors.Color: green, alpha=1.0>
7.7652 	EXP 	stimuli: height = 0.05
7.7652 	EXP 	stimuli: height = 0.05
7.7652 	EXP 	stimuli: height = 0.05
7.7652 	EXP 	stimuli: text = 'other'
7.7652 	EXP 	stimuli: font = 'Tahoma\xa0'
7.7652 	EXP 	fix: autoDraw = True
8.3596 	INFO 	Keyboard events cleared
8.3593 	EXP 	fix: autoDraw = False
8.3593 	EXP 	stimuli: autoDraw = True
8.3593 	EXP 	stimuli: height = 0.05
8.3593 	EXP 	stimuli: height = 0.05
8.3593 	EXP 	stimuli: height = 0.05
8.3593 	EXP 	stimuli: text = 'other'
8.7976 	DATA 	Keypress: j
8.8014 	EXP 	fix: autoDraw = False
8.8014 	EXP 	stimuli: autoDraw = False
8.8014 	EXP 	blank_screen: autoDraw = True
9.7913 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'task': 'identity', 'ins': 'In the following task, you will need to report the identity of the word. \n- If the word is self, press j\n- If the word is friend, press k\n- If the word is other, press l\n\npress the space key to start', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
9.8131 	INFO 	Keyboard events cleared
9.8130 	EXP 	blank_screen: autoDraw = False
9.8130 	EXP 	blank_screen: autoDraw = False
9.8130 	EXP 	text_instructions: height = 0.05
9.8130 	EXP 	text_instructions: height = 0.05
9.8130 	EXP 	text_instructions: height = 0.05
9.8130 	EXP 	text_instructions: text = 'In the following task, you will need to report the identity of the word. \n- If the word is self, press j\n- If the word is friend, press k\n- If the word is other, press l\n\npress the space key to start'
9.8130 	EXP 	text_instructions: autoDraw = True
11.8786 	DEBUG 	Read excel file with openpyxl: lists/trials.xlsx
11.8788 	EXP 	Imported lists/trials.xlsx as conditions, 3 conditions, 3 params
11.8790 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'other', 'color': 'green', 'ters': 'Tahoma\xa0', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
11.8799 	DATA 	Keypress: space
11.8856 	EXP 	text_instructions: autoDraw = False
11.8856 	EXP 	stimuli: foreColor = <psychopy.colors.Color: green, alpha=1.0>
11.8856 	EXP 	stimuli: text = 'other'
11.8856 	EXP 	stimuli: font = 'Tahoma\xa0'
11.8856 	EXP 	fix: autoDraw = True
12.2498 	INFO 	Keyboard events cleared
12.2496 	EXP 	fix: autoDraw = False
12.2496 	EXP 	stimuli: autoDraw = True
12.2496 	EXP 	stimuli: height = 0.05
12.2496 	EXP 	stimuli: height = 0.05
12.2496 	EXP 	stimuli: height = 0.05
12.2496 	EXP 	stimuli: text = 'other'
12.6646 	DATA 	Keypress: j
12.6676 	EXP 	fix: autoDraw = False
